Unnamed: 0,Year,Stage,Stadium,City,Home Team Name,Home Team Goals,Away Team Goals,Away Team Name,Attendance,Home Team Initials,Away Team Initials,Date,month,year,time,Home_Team_Avg_Goals_Scored,Away_Team_Avg_Goals_Scored,Home_Team_Win_Rate,Away_Team_Win_Rate,Head_to_Head_Wins,Is_Home_Advantage,Result
520,1998.0,Group D,La Mosson,Montpellier ,Paraguay,0.0,0.0,Bulgaria,29800.0,PAR,BUL,12.0,6.0,1998.0,14:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
521,1998.0,Group C,Stade Felix Bollaert,Lens ,Saudi Arabia,0.0,1.0,Denmark,38100.0,KSA,DEN,12.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
522,1998.0,Group C,Stade V�lodrome,Marseilles ,France,3.0,0.0,South Africa,55000.0,FRA,RSA,12.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
523,1998.0,Group D,La Beaujoire,Nantes ,Spain,2.0,3.0,Nigeria,35500.0,ESP,NGA,13.0,6.0,1998.0,14:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
524,1998.0,Group E,Stade de Gerland,Lyon ,Korea Republic,1.0,3.0,Mexico,39100.0,KOR,MEX,13.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
525,1998.0,Group E,Stade de France,Saint-Denis ,Netherlands,0.0,0.0,Belgium,77000.0,NED,BEL,13.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
526,1998.0,Group H,Stade Municipal,Toulouse ,Argentina,1.0,0.0,Japan,33500.0,ARG,JPN,14.0,6.0,1998.0,14:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
527,1998.0,Group F,Stade Geoffroy Guichard,Saint-Etienne ,Yugoslavia,1.0,0.0,Iran,30600.0,YUG,IRN,14.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
528,1998.0,Group H,Stade Felix Bollaert,Lens ,Jamaica,1.0,3.0,Croatia,38100.0,JAM,CRO,14.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
529,1998.0,Group G,Stade V�lodrome,Marseilles ,England,2.0,0.0,Tunisia,55000.0,ENG,TUN,15.0,6.0,1998.0,14:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
530,1998.0,Group G,Stade de Gerland,Lyon ,Romania,1.0,0.0,Colombia,39100.0,ROU,COL,15.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
531,1998.0,Group F,Parc des Princes,Paris ,Germany,2.0,0.0,USA,45500.0,GER,USA,15.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
532,1998.0,Group A,Stade du Parc Lescure,Bordeaux ,Scotland,1.0,1.0,Norway,31800.0,SCO,NOR,16.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
533,1998.0,Group A,La Beaujoire,Nantes ,Brazil,3.0,0.0,Morocco,35500.0,BRA,MAR,16.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
534,1998.0,Group B,Stade Geoffroy Guichard,Saint-Etienne ,Chile,1.0,1.0,Austria,30600.0,CHI,AUT,17.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
535,1998.0,Group B,La Mosson,Montpellier ,Italy,3.0,0.0,Cameroon,29800.0,ITA,CMR,17.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
536,1998.0,Group C,Stade Municipal,Toulouse ,South Africa,1.0,1.0,Denmark,33500.0,RSA,DEN,18.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
537,1998.0,Group C,Stade de France,Saint-Denis ,France,,0.0,Saudi Arabia,80000.0,FRA,KSA,18.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
538,1998.0,Group D,Parc des Princes,Paris ,Nigeria,1.0,0.0,Bulgaria,45500.0,NGA,BUL,19.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
539,1998.0,Group D,Stade Geoffroy Guichard,Saint-Etienne ,Spain,0.0,0.0,Paraguay,30600.0,ESP,PAR,19.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
540,1998.0,Group H,La Beaujoire,Nantes ,Japan,0.0,1.0,Croatia,35500.0,JPN,CRO,20.0,6.0,1998.0,14:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
541,1998.0,Group E,Stade du Parc Lescure,Bordeaux ,Belgium,2.0,2.0,Mexico,31800.0,BEL,MEX,20.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
542,1998.0,Group E,Stade V�lodrome,Marseilles ,Netherlands,,0.0,Korea Republic,55000.0,NED,KOR,20.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
543,1998.0,Group F,Stade Felix Bollaert,Lens ,Germany,2.0,2.0,Yugoslavia,38100.0,GER,YUG,21.0,6.0,1998.0,14:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
544,1998.0,Group H,Parc des Princes,Paris ,Argentina,,0.0,Jamaica,45500.0,ARG,JAM,21.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
545,1998.0,Group F,Stade de Gerland,Lyon ,USA,1.0,2.0,Iran,39100.0,USA,IRN,21.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
546,1998.0,Group G,La Mosson,Montpellier ,Colombia,1.0,0.0,Tunisia,29800.0,COL,TUN,22.0,6.0,1998.0,17:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
547,1998.0,Group G,Stade Municipal,Toulouse ,Romania,2.0,1.0,England,33500.0,ROU,ENG,22.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
548,1998.0,Group B,Stade de France,Saint-Denis ,Italy,2.0,1.0,Austria,80000.0,ITA,AUT,23.0,6.0,1998.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
549,1998.0,Group B,La Beaujoire,Nantes ,Chile,1.0,1.0,Cameroon,35500.0,CHI,CMR,23.0,6.0,1998.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
550,1998.0,Group A,Stade Geoffroy Guichard,Saint-Etienne ,Scotland,0.0,3.0,Morocco,30600.0,SCO,MAR,23.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
551,1998.0,Group A,Stade V�lodrome,Marseilles ,Brazil,1.0,2.0,Norway,55000.0,BRA,NOR,23.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
552,1998.0,Group C,Stade de Gerland,Lyon ,France,2.0,1.0,Denmark,39100.0,FRA,DEN,24.0,6.0,1998.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
553,1998.0,Group C,Stade du Parc Lescure,Bordeaux ,South Africa,2.0,2.0,Saudi Arabia,31800.0,RSA,KSA,24.0,6.0,1998.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
554,1998.0,Group D,Stade Felix Bollaert,Lens ,Spain,,1.0,Bulgaria,38100.0,ESP,BUL,24.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
555,1998.0,Group D,Stade Municipal,Toulouse ,Nigeria,1.0,3.0,Paraguay,33500.0,NGA,PAR,24.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
556,1998.0,Group E,Parc des Princes,Paris ,Belgium,1.0,1.0,Korea Republic,45500.0,BEL,KOR,25.0,6.0,1998.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
557,1998.0,Group E,Stade Geoffroy Guichard,Saint-Etienne ,Netherlands,2.0,2.0,Mexico,30600.0,NED,MEX,25.0,6.0,1998.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
558,1998.0,Group F,La Mosson,Montpellier ,Germany,2.0,0.0,Iran,29800.0,GER,IRN,25.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
559,1998.0,Group F,La Beaujoire,Nantes ,USA,0.0,1.0,Yugoslavia,35500.0,USA,YUG,25.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
560,1998.0,Group H,Stade de Gerland,Lyon ,Japan,1.0,2.0,Jamaica,39100.0,JPN,JAM,26.0,6.0,1998.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
561,1998.0,Group H,Stade du Parc Lescure,Bordeaux ,Argentina,1.0,0.0,Croatia,31800.0,ARG,CRO,26.0,6.0,1998.0,16:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
562,1998.0,Group G,Stade de France,Saint-Denis ,Romania,1.0,1.0,Tunisia,77000.0,ROU,TUN,26.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
563,1998.0,Group G,Stade Felix Bollaert,Lens ,Colombia,0.0,2.0,England,38100.0,COL,ENG,26.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
564,1998.0,Round of 16,Stade V�lodrome,Marseilles ,Italy,1.0,0.0,Norway,55000.0,ITA,NOR,27.0,6.0,1998.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
565,1998.0,Round of 16,Parc des Princes,Paris ,Brazil,,1.0,Chile,45500.0,BRA,CHI,27.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
566,1998.0,Round of 16,Stade Felix Bollaert,Lens ,France,1.0,0.0,Paraguay,31800.0,FRA,PAR,28.0,6.0,1998.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
567,1998.0,Round of 16,Stade de France,Saint-Denis ,Nigeria,1.0,4.0,Denmark,77000.0,NGA,DEN,28.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
568,1998.0,Round of 16,La Mosson,Montpellier ,Germany,2.0,1.0,Mexico,29800.0,GER,MEX,29.0,6.0,1998.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
569,1998.0,Round of 16,Stade Municipal,Toulouse ,Netherlands,2.0,1.0,Yugoslavia,33500.0,NED,YUG,29.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
570,1998.0,Round of 16,Stade du Parc Lescure,Bordeaux ,Romania,0.0,1.0,Croatia,31800.0,ROU,CRO,30.0,6.0,1998.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
571,1998.0,Round of 16,Stade Geoffroy Guichard,Saint-Etienne ,Argentina,2.0,2.0,England,30600.0,ARG,ENG,30.0,6.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
572,1998.0,Quarter-finals,Stade de France,Saint-Denis ,Italy,0.0,0.0,France,77000.0,ITA,FRA,3.0,7.0,1998.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
573,1998.0,Quarter-finals,La Beaujoire,Nantes ,Brazil,3.0,2.0,Denmark,35500.0,BRA,DEN,3.0,7.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
574,1998.0,Quarter-finals,Stade V�lodrome,Marseilles ,Netherlands,2.0,1.0,Argentina,55000.0,NED,ARG,4.0,7.0,1998.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
575,1998.0,Quarter-finals,Stade de Gerland,Lyon ,Germany,0.0,3.0,Croatia,39100.0,GER,CRO,4.0,7.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
576,1998.0,Semi-finals,Stade V�lodrome,Marseilles ,Brazil,1.0,1.0,Netherlands,54000.0,BRA,NED,7.0,7.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
577,1998.0,Semi-finals,Stade de France,Saint-Denis ,France,2.0,1.0,Croatia,76000.0,FRA,CRO,8.0,7.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
578,1998.0,Match for third place,Parc des Princes,Paris ,Netherlands,1.0,2.0,Croatia,45500.0,NED,CRO,11.0,7.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
579,1998.0,Final,Stade de France,Saint-Denis ,Brazil,0.0,3.0,France,80000.0,BRA,FRA,12.0,7.0,1998.0,21:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
580,2002.0,Group A,Seoul World Cup Stadium,Seoul ,France,0.0,1.0,Senegal,62561.0,FRA,SEN,31.0,5.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
581,2002.0,Group A,Munsu Football Stadium,Ulsan ,Uruguay,1.0,2.0,Denmark,30157.0,URU,DEN,1.0,6.0,2002.0,18:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
582,2002.0,Group E,Niigata Stadium Big Swan,Niigata ,"rn"">Republic of Ireland",1.0,1.0,Cameroon,33679.0,IRL,CMR,1.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
583,2002.0,Group E,Sapporo Dome,Sapporo ,Germany,,0.0,Saudi Arabia,32218.0,GER,KSA,1.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
584,2002.0,Group F,Kashima Stadium,Ibaraki ,Argentina,1.0,0.0,Nigeria,34050.0,ARG,NGA,2.0,6.0,2002.0,14:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
585,2002.0,Group B,Busan Asiad Main Stadium,Busan ,Paraguay,2.0,2.0,South Africa,25186.0,PAR,RSA,2.0,6.0,2002.0,16:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
586,2002.0,Group F,Saitama Stadium 2002,Saitama ,England,1.0,1.0,Sweden,52721.0,ENG,SWE,2.0,6.0,2002.0,18:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
587,2002.0,Group B,Gwangju World Cup Stadium,Gwangju ,Spain,3.0,1.0,Slovenia,28598.0,ESP,SVN,2.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
588,2002.0,Group C,Munsu Football Stadium,Ulsan ,Brazil,2.0,1.0,Turkey,33842.0,BRA,TUR,3.0,6.0,2002.0,18:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
589,2002.0,Group G,Sapporo Dome,Sapporo ,Italy,2.0,0.0,Ecuador,31081.0,ITA,ECU,3.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
590,2002.0,Group G,Niigata Stadium Big Swan,Niigata ,Croatia,0.0,1.0,Mexico,32239.0,CRO,MEX,3.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
591,2002.0,Group C,Gwangju World Cup Stadium,Gwangju ,China PR,0.0,2.0,Costa Rica,27217.0,CHN,CRC,4.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
592,2002.0,Group H,Saitama Stadium 2002,Saitama ,Japan,2.0,2.0,Belgium,55256.0,JPN,BEL,4.0,6.0,2002.0,18:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
593,2002.0,Group D,Busan Asiad Main Stadium,Busan ,Korea Republic,2.0,0.0,Poland,48760.0,KOR,POL,4.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
594,2002.0,Group H,Kobe Wing Stadium,Kobe ,Russia,2.0,0.0,Tunisia,30957.0,RUS,TUN,5.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
595,2002.0,Group D,Suwon World Cup Stadium,Suwon ,USA,3.0,2.0,Portugal,37306.0,USA,POR,5.0,6.0,2002.0,18:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
596,2002.0,Group E,Kashima Stadium,Ibaraki ,Germany,1.0,1.0,"rn"">Republic of Ireland",35854.0,GER,IRL,5.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
597,2002.0,Group A,Daegu World Cup Stadium,Daegu ,Denmark,1.0,1.0,Senegal,43500.0,DEN,SEN,6.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
598,2002.0,Group E,Saitama Stadium 2002,Saitama ,Cameroon,1.0,0.0,Saudi Arabia,52328.0,CMR,KSA,6.0,6.0,2002.0,18:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
599,2002.0,Group A,Busan Asiad Main Stadium,Busan ,France,0.0,0.0,Uruguay,38289.0,FRA,URU,6.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
600,2002.0,Group F,Kobe Wing Stadium,Kobe ,Sweden,2.0,1.0,Nigeria,36194.0,SWE,NGA,7.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
601,2002.0,Group F,Sapporo Dome,Sapporo ,Argentina,0.0,1.0,England,35927.0,ARG,ENG,7.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
602,2002.0,Group B,Jeonju World Cup Stadium,Jeonju ,Spain,3.0,1.0,Paraguay,24000.0,ESP,PAR,7.0,6.0,2002.0,18:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
603,2002.0,Group B,Daegu World Cup Stadium,Daegu ,South Africa,1.0,0.0,Slovenia,47226.0,RSA,SVN,8.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
604,2002.0,Group C,Jeju World Cup Stadium,Jeju ,Brazil,,0.0,China PR,36750.0,BRA,CHN,8.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
605,2002.0,Group G,Kashima Stadium,Ibaraki ,Italy,1.0,2.0,Croatia,36472.0,ITA,CRO,8.0,6.0,2002.0,18:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
606,2002.0,Group C,Incheon Football Stadium,Incheon ,Costa Rica,1.0,1.0,Turkey,42299.0,CRC,TUR,9.0,6.0,2002.0,18:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
607,2002.0,Group H,International Stadium Yokohama,Yokohama ,Japan,1.0,0.0,Russia,66108.0,JPN,RUS,9.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
608,2002.0,Group G,Miyagi Stadium,Rifu ,Mexico,2.0,1.0,Ecuador,45610.0,MEX,ECU,9.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
609,2002.0,Group D,Daegu World Cup Stadium,Daegu ,Korea Republic,1.0,1.0,USA,60778.0,KOR,USA,10.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
610,2002.0,Group D,Jeonju World Cup Stadium,Jeonju ,Portugal,,0.0,Poland,31000.0,POR,POL,10.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Draw
611,2002.0,Group H,Oita Stadium Big Eye,Oita ,Tunisia,1.0,1.0,Belgium,39700.0,TUN,BEL,10.0,6.0,2002.0,18:00:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
612,2002.0,Group A,Incheon Football Stadium,Incheon ,Denmark,2.0,0.0,France,48100.0,DEN,FRA,11.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
613,2002.0,Group A,Suwon World Cup Stadium,Suwon ,Senegal,3.0,3.0,Uruguay,33681.0,SEN,URU,11.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
614,2002.0,Group E,International Stadium Yokohama,Yokohama ,Saudi Arabia,0.0,3.0,"rn"">Republic of Ireland",65320.0,KSA,IRL,11.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
615,2002.0,Group E,Shizuoka Stadium Ecopa,Shizuoka ,Cameroon,0.0,2.0,Germany,47085.0,CMR,GER,11.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
616,2002.0,Group F,Miyagi Stadium,Rifu ,Sweden,1.0,1.0,Argentina,45777.0,SWE,ARG,12.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
617,2002.0,Group F,Osaka Nagai Stadium,Osaka ,Nigeria,0.0,0.0,England,44864.0,NGA,ENG,12.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
618,2002.0,Group B,Jeju World Cup Stadium,Jeju ,Slovenia,1.0,3.0,Paraguay,30176.0,SVN,PAR,12.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
619,2002.0,Group B,Daejeon World Cup Stadium,Daejeon ,South Africa,2.0,3.0,Spain,31024.0,RSA,ESP,12.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
620,2002.0,Group C,Suwon World Cup Stadium,Suwon ,Costa Rica,2.0,5.0,Brazil,38524.0,CRC,BRA,13.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
621,2002.0,Group C,Seoul World Cup Stadium,Seoul ,Turkey,3.0,0.0,China PR,43605.0,TUR,CHN,13.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
622,2002.0,Group G,International Stadium Yokohama,Yokohama ,Ecuador,1.0,0.0,Croatia,65862.0,ECU,CRO,13.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
623,2002.0,Group G,Oita Stadium Big Eye,Oita ,Mexico,1.0,1.0,Italy,39291.0,MEX,ITA,13.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
624,2002.0,Group H,Osaka Nagai Stadium,Osaka ,Tunisia,0.0,2.0,Japan,45213.0,TUN,JPN,14.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
625,2002.0,Group D,Incheon Football Stadium,Incheon ,Portugal,0.0,1.0,Korea Republic,50239.0,POR,KOR,14.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
626,2002.0,Group D,Daejeon World Cup Stadium,Daejeon ,Poland,3.0,1.0,USA,26482.0,POL,USA,14.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
627,2002.0,Group H,Shizuoka Stadium Ecopa,Shizuoka ,Belgium,3.0,2.0,Russia,46640.0,BEL,RUS,14.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
628,2002.0,Round of 16,Niigata Stadium Big Swan,Niigata ,Denmark,0.0,3.0,England,40582.0,DEN,ENG,15.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Away Win,0,Away Win
629,2002.0,Round of 16,Jeju World Cup Stadium,Jeju ,Germany,1.0,0.0,Paraguay,25176.0,GER,PAR,15.0,6.0,2002.0,15:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Home Win,1,Home Win
630,2002.0,Round of 16,Suwon World Cup Stadium,Suwon ,Spain,1.0,1.0,"rn"">Republic of Ireland",38926.0,ESP,IRL,16.0,6.0,2002.0,20:30:00,1.8110328638497653,1.022300469483568,0.5727699530516432,0.204225352112676,Draw,0,Draw
